text;ground_truth;found;phrases_found;out_of
Washington D.C. had some of the strictest gun laws in the country. And when they passed them violence skyrocketed;0.5;0.955186130444205;9;17
Seven presidents before Barack Obama  Republicans and Democrats  tried to expand health care to all Americans;0.75;0.046446415297875854;4;14
While fighting a move to toughen penalties for workplace gender discrimination state Sen. Glenn Grothman said he didnt believe women belonged in the workplace but belonged at home cooking and cleaning and having babies;0.0;0.02509917125600092;2;32
If you put the $47 billion in revenue raised over 10 years by the Buffett rule into infrastructure you could create 611000 infrastructure jobs;0.0;0.11410742419908593;3;22
What is the proper collective noun for a group of baboons? Believe it or not a Congress;0.0;0.009457380896972567;6;15
I have repeatedly said that many of the predatory loans that were made in the mortgage system did target African-American and Latino communities;1.0;0.9482375225314149;4;21
Starting in December 2007 1.4 million jobs were created in Texas. In that same period the rest of the country lost 400000 jobs;0.75;0.990842812962371;6;21
The health reform legislation which Washington passed last year has made it more difficult to hire because its increased costs for employers;0.25;0.007664163755430331;5;20
The CBO the Congressional Budget Office has said that Obamacare will kill 800000 jobs;0.25;0.009279462638988378;6;12
Thompson voted against $250000 caps on damages and almost anything that would make our legal system fairer;0.25;1.0;1;15
Texas this fiscal year will have more money in reserve than the other 49 states combined;0.0;0.04364879399846555;6;14
On using the Strategic Petroleum Reserve;0.0;1.0;2;4
Immigrants are more fertile;0.75;-1;0;2
The proposed education changes will not cut one teachers pay;0.75;1.0;1;8
The number of uninsured people in Massachusetts is about the same as it was when the mandates were passed in 2006;0.0;0.9038207776286565;9;19
Firearms homicides are down about 40 percent since Texas passed concealed-gun permit law;0.75;0.11584058711604772;3;11
Upwards of 90 percent of women seeking an abortion decide not to have an abortion after seeing an ultrasound;0.0;0.11410742419908582;6;17
We spend less on defense today as % of GDP than at any time since Pearl Harbor;0.0;0.999372396574037;4;15
If you got rid of the income tax today youd have about as much revenue as we had 10 years ago;0.75;0.9482375225314149;2;19
Says Scott Walker wants to ban common forms of birth control including the pill;0.5;0.05104546036631574;7;12
Jason Kander supports Obamas plan to bring the remaining suspected terrorists to U.S. soil;0.0;0.02509917125600092;2;12
Shelby County donated Im sorry gave 44 schools to the city of Memphis;0.5;0.01321827101352202;3;11
Top U.S. intelligence officials have toldevery member of Congress including the president were about to be attacked in a serious way because of the threat emanating from Syria and Iraq;0.5;0.14294430425095717;6;28
Have the suburbs been inundated with former residents of Atlanta housing projects? Absolutely not;1.0;-1;0;12
In July 1996 Mitt Romney helped locate the missing teenage daughter of a partner at Bain Capital;1.0;-1;0;15
Blames Mike McIntyre and Nancy Pelosi for the second straight year of no cost-of-living increases for Social Security beneficiaries;0.25;0.002791138408915206;3;17
The government is going to have the right to get into your bank account with the health care bill and make transfers without you knowing it;0.25;0.007407469540217981;10;24
There are mechanisms in place to shut down the Internet privately;0.5;0.02446062058192977;2;9
The American people support defunding Obamacare and oppose shutting down the government;0.25;0.02446062058192977;2;10
Report that GOP insisting on changes to Social Security as part of fiscalcliff false. BTW those changes are supported by barackobama;0.5;0.0006139413050139098;2;19
Nobody has played clips over and over of President Obama saying If they bring a knife to the fight well bring a gun;1.0;0.11584058711604772;3;21
The people of Rhode Island dont want same-sex marriage;0.0;1.0;2;7
Rep. Paul Ryans Medicare plan lines the pockets of the private insurance companies increases costs for seniors and does not reduce the deficit;0.5;0.14816601263088525;10;21
This year in Congress Connie Mack IV has missed almost half of his votes;0.25;0.990842812962371;3;12
1/3 of our kids drop out of high school cannot go to college or start a career;0.25;0.8749533959206524;5;15
Not even old Gen. Eisenhower saluted military personnel as president;0.25;-1;0;8
If Wisconsins governor cuts perquisites as much as he plans to do it would still leave workers better off than their private sector counterparts;1.0;0.14294430425095717;6;22
You cant get on an airplane but more than 2000 people on that list have been able to buy a gun;0.25;0.8908593889392048;7;19
74 percent of Republicans support the Affordable Care Act;0.0;0.7074042429541216;4;7
For every $1 spent on afterschool programs we can save over $5 almost $6 in crime costs down the line;0.5;0.8872092873909276;5;18
The federal government has $3 trillion in cash flow so we can pay our bills and wont default;0.5;1.0;2;16
Says Alex Sink failed Florida homeowners by using predatory lending practices;0.0;1.0;1;9
Over 40 percent of small and mid-size banks that loan money to small businesses have been wiped out since Dodd-Frank has passed;0.25;0.980046440935993;5;20
You cant check out a library book without a photo ID;0.25;0.0;1;9
Says that Starbucks took Christmas off of their brand new cups;0.0;-1;0;9
Atmospheric conditions could push a footballs pressure down approximately one-and-a-half pounds per square inch;0.75;-1;0;12
Hillary Clinton supports unlimited abortion on demand up until the moment of birth including partial-birth abortion with taxpayer funding;0.0;0.0005983219592531341;8;17
Under legislation that has cleared the Georgia House some children who are legal refugees could obtain state scholarships to attend private schools;1.0;0.9993072763367976;3;20
We went from losing 3 million jobs in the last six months of the Bush Administration adding almost 600000 private sector jobs in the first six months of the year;0.75;0.9667054869865555;20;28
The STAR Ohio fund just received the highest possible credit rating one of these funds can receive;0.5;0.990842812962371;3;15
Taxpayers are on the hook for less than a third of the proposed new Atlanta Falcons stadium and those funds are repaid from money that comes from outsiders;0.5;0.6253125090021533;10;26
In the last 22 months businesses have created more than 3 million jobs. Last year they created the most jobs since 2005;0.75;0.9406636794719703;6;20
Every year more than $40 million are leaving Missouri for the Lone Star State;0.5;0.969714545556083;2;12
A college loan is the only loan in the United States that you cannot refinance when interest rates go down;0.75;0.7074042429541216;4;18
The House of Representatives has never passed a resolution of disapproval to condemn a members behavior;0.75;0.999945576207567;6;14
We are younger than our competitors and this is entirely because of immigration;0.75;1.0;1;11
Recent international reports show the United States near the bottom among industrialized nations for k-12 academic achievement;0.5;0.9960842677056695;3;15
Says 24 million people in this country cant find a full-time job 50 million cant see a doctor when theyre sick 47 million people need government help to feed themselves and 15 million families owe more than the value of their home;1.0;0.9771268526121949;12;40
The policy mistakes that the Clintons made got us in large degree to the situation that we are in today with mass incarceration;0.5;0.969714545556083;2;21
Says he raised average family income by 50 percent during his tenure as Arkansas governor;0.25;0.990842812962371;3;13
They tried to give us $400 million to build a high-speed train that goes 39 miles an hour;0.5;0.0052998808129216535;4;16
Says the CBO estimates that fully extending the Bush tax cuts would add 600000-1.4 million jobs in 2011 and 900000-2.7 million jobs in 2012;0.5;0.24057386596357655;8;22
President Reagan did it raised the debt ceiling 18 times. George W. Bush did it seven times;1.0;0.02446062058192977;2;15
According to David Cay Johnston the average American pays about 22 percent of their income to federal taxes. The richest 400 Americans pay about 16 percent of their income to federal taxes;0.5;1.0;8;30
Most young Americans right now theyre not covered by health insurance;0.0;0.0;1;9
In 1952 the corporate income tax accounted for 33 percent of all federal tax revenue. Today despite record-breaking profits corporate taxes bring in less than 9 percent;0.75;0.8707058432429443;6;25
Over the last 10 years Texas created 33 percent of the net new jobs nationwide;1.0;0.43472298087053685;8;13
Says two-thirds of groups targeted for IRS scrutiny were not conservative;0.0;-1;0;9
In the class of 1968 at Patrice Lumumba University in Moscow Mahmoud Abbas was one of the members of that class and so was Ali Khamenei. And thats where they first established relationships with the young Vladimir Putin;0.0;0.8230921801765265;3;36
